incident_id,server_id,incident_category,priority,status,assigned_team,resolution_hours,incident_date
4181,4181,Disk Space Full,P3,Closed,Security Team,4,2026-02-10
4182,4182,Disk Space Full,P4,Open,Security Team,40,2026-07-19
4183,4183,Patch Failure,P4,Closed,Linux Team,60,2025-12-06
4184,4184,Patch Failure,P2,Open,Infrastructure Team,5,2025-10-24
4185,4185,CrowdStrike Offline,P3,Closed,Security Team,10,2026-04-17
4186,4186,Application Not Responding,P2,Closed,Windows Team,7,2026-06-24
4187,4187,Server Down,P3,Resolved,Linux Team,17,2025-12-23
4188,4188,CrowdStrike Offline,P2,In Progress,Windows Team,8,2025-09-28
4189,4189,CPU Utilization High,P1,Resolved,Messaging Team,2,2026-05-09
4190,4190,CPU Utilization High,P4,Resolved,Security Team,11,2026-05-14
4191,4191,Server Down,P4,Resolved,Infrastructure Team,17,2025-12-02
4192,4192,CPU Utilization High,P4,Open,Linux Team,61,2026-01-28
4193,4193,Disk Space Full,P2,Resolved,Windows Team,5,2026-03-05
4194,4194,Patch Failure,P3,Closed,Infrastructure Team,13,2025-09-14
4195,4195,Splunk Agent Down,P3,In Progress,Windows Team,6,2026-06-21
4196,4196,Server Down,P3,Closed,Windows Team,19,2026-04-23
4197,4197,Splunk Agent Down,P4,Resolved,Infrastructure Team,69,2026-04-03
4198,4198,Firewall Disabled,P2,In Progress,Infrastructure Team,7,2025-09-27
4199,4199,Memory Utilization High,P2,Open,Windows Team,2,2026-06-05
4200,4200,Splunk Agent Down,P4,Open,Security Team,32,2025-11-19
4201,4201,CrowdStrike Offline,P4,Resolved,Windows Team,41,2026-05-08
4202,4202,Firewall Disabled,P4,Closed,Windows Team,29,2025-12-08
4203,4203,Disk Space Full,P2,In Progress,Linux Team,6,2025-09-10
4204,4204,Firewall Disabled,P2,Closed,Messaging Team,6,2025-09-06
4205,4205,Splunk Agent Down,P2,Closed,Messaging Team,3,2026-05-18
4206,4206,Qualys Agent Missing,P3,Open,Infrastructure Team,20,2025-11-22
4207,4207,Splunk Agent Down,P3,Resolved,Messaging Team,14,2026-04-13
4208,4208,Disk Space Full,P3,Closed,Infrastructure Team,10,2025-12-14
4209,4209,Memory Utilization High,P3,Closed,Database Team,11,2025-10-05
4210,4210,CrowdStrike Offline,P4,Resolved,Infrastructure Team,29,2026-04-18
4211,4211,CPU Utilization High,P4,Resolved,Security Team,48,2026-04-27
4212,4212,CrowdStrike Offline,P3,Closed,Security Team,14,2025-10-02
4213,4213,Splunk Agent Down,P3,Resolved,Infrastructure Team,9,2025-08-08
4214,4214,Server Down,P4,Resolved,Infrastructure Team,56,2026-05-21
4215,4215,CrowdStrike Offline,P4,Resolved,Windows Team,42,2026-03-18
4216,4216,Application Not Responding,P4,Resolved,Messaging Team,68,2025-09-22
4217,4217,Server Down,P4,Closed,Messaging Team,38,2025-12-13
4218,4218,Memory Utilization High,P4,Closed,Linux Team,8,2025-10-26
4219,4219,CrowdStrike Offline,P3,Resolved,Infrastructure Team,22,2025-10-23
4220,4220,CrowdStrike Offline,P4,In Progress,Security Team,53,2026-02-13
4221,4221,Disk Space Full,P3,Open,Messaging Team,12,2026-04-16
4222,4222,Patch Failure,P1,In Progress,Windows Team,3,2026-01-15
4223,4223,Disk Space Full,P3,Open,Infrastructure Team,16,2026-04-05
4224,4224,Disk Space Full,P3,Open,Infrastructure Team,13,2026-07-22
4225,4225,CrowdStrike Offline,P3,Resolved,Infrastructure Team,7,2025-12-14
4226,4226,Patch Failure,P4,Resolved,Security Team,11,2026-05-14
4227,4227,Qualys Agent Missing,P3,In Progress,Database Team,5,2026-05-22
4228,4228,Disk Space Full,P4,Resolved,Linux Team,63,2026-02-28
4229,4229,CrowdStrike Offline,P1,Closed,Security Team,2,2025-09-26
4230,4230,Disk Space Full,P3,Closed,Database Team,22,2026-03-05
4231,4231,Server Down,P3,Closed,Security Team,14,2026-03-10
4232,4232,Patch Failure,P4,In Progress,Infrastructure Team,51,2026-07-09
4233,4233,CrowdStrike Offline,P3,Closed,Infrastructure Team,10,2025-09-02
4234,4234,CPU Utilization High,P2,Resolved,Security Team,3,2026-01-27
4235,4235,CPU Utilization High,P4,Closed,Windows Team,9,2026-03-31
4236,4236,Disk Space Full,P3,In Progress,Security Team,13,2026-06-17
4237,4237,Application Not Responding,P4,Closed,Linux Team,29,2026-05-07
4238,4238,Server Down,P4,Resolved,Windows Team,13,2026-05-26
4239,4239,Disk Space Full,P3,In Progress,Security Team,17,2026-01-10
4240,4240,Memory Utilization High,P1,Open,Windows Team,1,2026-05-23
4241,4241,Disk Space Full,P4,Closed,Security Team,33,2026-06-13
4242,4242,CPU Utilization High,P3,Closed,Security Team,24,2026-07-08
4243,4243,Memory Utilization High,P3,Resolved,Messaging Team,16,2026-07-23
4244,4244,Server Down,P4,Open,Linux Team,65,2026-06-21
4245,4245,Disk Space Full,P4,Open,Infrastructure Team,61,2025-09-28
4246,4246,Qualys Agent Missing,P3,Closed,Infrastructure Team,22,2025-07-26
4247,4247,Memory Utilization High,P4,Resolved,Infrastructure Team,51,2026-01-31
4248,4248,Splunk Agent Down,P3,Closed,Windows Team,16,2026-06-21
4249,4249,Disk Space Full,P4,Closed,Linux Team,40,2026-05-12
4250,4250,CPU Utilization High,P1,Closed,Security Team,2,2026-06-02
4251,4251,Memory Utilization High,P3,Resolved,Security Team,20,2026-01-10
4252,4252,Patch Failure,P4,Closed,Infrastructure Team,67,2026-03-17
4253,4253,CPU Utilization High,P3,Resolved,Security Team,4,2026-07-04
4254,4254,CrowdStrike Offline,P4,Open,Database Team,38,2026-07-11
4255,4255,Application Not Responding,P3,Closed,Windows Team,17,2026-04-12
4256,4256,Server Down,P3,Closed,Linux Team,17,2026-05-07
4257,4257,Firewall Disabled,P4,Closed,Messaging Team,30,2025-09-20
4258,4258,Server Down,P3,Open,Infrastructure Team,23,2026-01-15
4259,4259,Splunk Agent Down,P4,Open,Security Team,30,2025-09-22
4260,4260,Patch Failure,P3,Resolved,Security Team,19,2026-02-25
4261,4261,Qualys Agent Missing,P4,Resolved,Infrastructure Team,37,2026-05-18
4262,4262,Memory Utilization High,P4,In Progress,Messaging Team,56,2026-03-28
4263,4263,Splunk Agent Down,P4,In Progress,Messaging Team,15,2026-06-15
4264,4264,Application Not Responding,P3,Open,Linux Team,11,2026-04-30
4265,4265,Patch Failure,P3,In Progress,Messaging Team,14,2025-12-09
4266,4266,Patch Failure,P3,Resolved,Infrastructure Team,15,2026-02-22
4267,4267,Application Not Responding,P4,In Progress,Security Team,72,2026-01-16
4268,4268,CPU Utilization High,P4,In Progress,Linux Team,32,2026-05-10
4269,4269,CPU Utilization High,P3,In Progress,Linux Team,22,2026-04-27
4270,4270,Patch Failure,P3,In Progress,Infrastructure Team,12,2026-05-15
4271,4271,Firewall Disabled,P3,Resolved,Infrastructure Team,8,2026-05-13
4272,4272,CrowdStrike Offline,P2,Closed,Infrastructure Team,2,2026-04-25
4273,4273,Splunk Agent Down,P3,Closed,Infrastructure Team,12,2026-06-08
4274,4274,CPU Utilization High,P4,Open,Security Team,14,2026-01-09
4275,4275,Splunk Agent Down,P4,Open,Database Team,19,2026-05-07
4276,4276,Firewall Disabled,P4,Closed,Messaging Team,68,2025-08-18
4277,4277,Splunk Agent Down,P3,Closed,Security Team,21,2026-03-15
4278,4278,Qualys Agent Missing,P3,In Progress,Infrastructure Team,9,2026-01-10
4279,4279,Qualys Agent Missing,P3,Resolved,Windows Team,17,2025-08-11
4280,4280,Splunk Agent Down,P1,Closed,Linux Team,3,2026-04-14
4281,4281,Qualys Agent Missing,P2,Resolved,Windows Team,4,2026-04-20
4282,4282,Server Down,P4,Open,Messaging Team,26,2025-08-12
4283,4283,Application Not Responding,P2,Resolved,Linux Team,3,2026-03-31
4284,4284,Disk Space Full,P3,Closed,Linux Team,20,2026-06-28
4285,4285,Firewall Disabled,P2,Closed,Infrastructure Team,3,2026-03-26
4286,4286,Patch Failure,P1,Closed,Windows Team,1,2025-10-07
4287,4287,Qualys Agent Missing,P3,Resolved,Linux Team,4,2026-04-26
4288,4288,Memory Utilization High,P3,Resolved,Windows Team,13,2026-04-30
4289,4289,Qualys Agent Missing,P4,In Progress,Linux Team,40,2025-12-23
4290,4290,Memory Utilization High,P4,Open,Infrastructure Team,48,2026-01-18
4291,4291,CPU Utilization High,P3,Open,Infrastructure Team,24,2025-11-29
4292,4292,Disk Space Full,P2,Closed,Linux Team,8,2026-07-23
4293,4293,Memory Utilization High,P2,Resolved,Infrastructure Team,2,2026-02-14
4294,4294,CPU Utilization High,P4,Resolved,Infrastructure Team,51,2025-10-24
4295,4295,Splunk Agent Down,P3,Closed,Infrastructure Team,6,2026-06-08
4296,4296,Memory Utilization High,P4,Open,Windows Team,69,2026-07-08
4297,4297,Qualys Agent Missing,P4,Closed,Linux Team,29,2025-08-28
4298,4298,Patch Failure,P4,Closed,Infrastructure Team,50,2025-11-25
4299,4299,Splunk Agent Down,P4,Closed,Database Team,71,2026-01-03
4300,4300,Patch Failure,P4,In Progress,Infrastructure Team,55,2025-12-22
4301,4301,CPU Utilization High,P3,In Progress,Database Team,20,2025-11-25
4302,4302,Application Not Responding,P4,Closed,Database Team,25,2026-07-23
4303,4303,Disk Space Full,P3,Resolved,Infrastructure Team,11,2026-07-20
4304,4304,CrowdStrike Offline,P4,Closed,Infrastructure Team,33,2025-11-04
4305,4305,Server Down,P3,Resolved,Database Team,16,2025-09-10
4306,4306,Server Down,P1,Resolved,Infrastructure Team,2,2025-09-25
4307,4307,Server Down,P2,Closed,Messaging Team,7,2025-11-26
4308,4308,Splunk Agent Down,P3,Resolved,Database Team,20,2026-03-19
4309,4309,Memory Utilization High,P3,Closed,Messaging Team,8,2025-09-09
4310,4310,Server Down,P1,In Progress,Messaging Team,2,2026-06-01
4311,4311,Server Down,P4,Closed,Database Team,17,2026-05-23
4312,4312,Application Not Responding,P2,Open,Windows Team,4,2026-01-17
4313,4313,CrowdStrike Offline,P3,Closed,Infrastructure Team,20,2026-05-26
4314,4314,Firewall Disabled,P1,Closed,Linux Team,2,2026-01-05
4315,4315,Splunk Agent Down,P4,Closed,Messaging Team,8,2026-05-04
4316,4316,Qualys Agent Missing,P4,In Progress,Infrastructure Team,56,2026-03-14
4317,4317,Application Not Responding,P3,In Progress,Linux Team,17,2025-09-20
4318,4318,Qualys Agent Missing,P1,Closed,Database Team,4,2026-04-14
4319,4319,Qualys Agent Missing,P4,Closed,Database Team,53,2025-12-28
4320,4320,CPU Utilization High,P4,Closed,Infrastructure Team,9,2025-11-11
4321,4321,Firewall Disabled,P4,Closed,Linux Team,16,2025-09-06
4322,4322,Patch Failure,P3,Resolved,Database Team,12,2026-01-09
4323,4323,Memory Utilization High,P4,Resolved,Windows Team,16,2026-07-05
4324,4324,Firewall Disabled,P4,Open,Linux Team,55,2026-06-10
4325,4325,Patch Failure,P4,Closed,Windows Team,46,2026-04-19
4326,4326,CrowdStrike Offline,P4,Closed,Security Team,27,2026-04-03
4327,4327,Memory Utilization High,P4,Resolved,Linux Team,45,2025-10-08
4328,4328,Qualys Agent Missing,P4,Closed,Messaging Team,59,2026-06-30
4329,4329,Application Not Responding,P4,Closed,Infrastructure Team,36,2026-01-20
4330,4330,Firewall Disabled,P3,Resolved,Database Team,11,2025-08-23
4331,4331,CPU Utilization High,P4,In Progress,Messaging Team,62,2026-06-14
4332,4332,CPU Utilization High,P4,Closed,Windows Team,18,2026-05-30
4333,4333,CPU Utilization High,P3,Resolved,Database Team,11,2026-05-18
4334,4334,CPU Utilization High,P2,Closed,Windows Team,2,2025-12-21
4335,4335,Qualys Agent Missing,P2,Resolved,Windows Team,7,2026-01-27
4336,4336,CrowdStrike Offline,P4,In Progress,Messaging Team,49,2026-07-24
4337,4337,CrowdStrike Offline,P3,Resolved,Security Team,6,2025-09-12
4338,4338,Firewall Disabled,P4,Open,Messaging Team,70,2026-05-20
4339,4339,CPU Utilization High,P4,Closed,Database Team,46,2025-12-05
4340,4340,CPU Utilization High,P3,Closed,Linux Team,19,2025-09-10
4341,4341,Patch Failure,P2,Closed,Infrastructure Team,5,2026-04-19
4342,4342,Memory Utilization High,P2,In Progress,Security Team,5,2025-12-12
4343,4343,CrowdStrike Offline,P4,In Progress,Infrastructure Team,29,2026-03-09
4344,4344,CrowdStrike Offline,P4,Closed,Linux Team,55,2026-06-26
4345,4345,CrowdStrike Offline,P3,Closed,Security Team,4,2025-08-07
4346,4346,Application Not Responding,P4,Resolved,Infrastructure Team,67,2026-04-01
4347,4347,Patch Failure,P4,Open,Security Team,8,2025-11-05
4348,4348,Splunk Agent Down,P3,Open,Database Team,11,2025-10-19
4349,4349,Firewall Disabled,P4,Closed,Linux Team,54,2025-08-09
4350,4350,Patch Failure,P4,Closed,Database Team,28,2026-07-09
4351,4351,Splunk Agent Down,P3,In Progress,Infrastructure Team,7,2026-06-16
4352,4352,Disk Space Full,P4,Closed,Windows Team,18,2026-04-23
4353,4353,CPU Utilization High,P3,Closed,Security Team,22,2025-12-07
4354,4354,Disk Space Full,P4,Closed,Database Team,19,2025-11-16
4355,4355,CrowdStrike Offline,P3,In Progress,Infrastructure Team,4,2025-11-30
4356,4356,Qualys Agent Missing,P2,Resolved,Infrastructure Team,5,2025-11-29
4357,4357,Firewall Disabled,P3,Closed,Infrastructure Team,5,2026-05-20
4358,4358,Disk Space Full,P4,Closed,Database Team,53,2026-01-11
4359,4359,CrowdStrike Offline,P2,Closed,Linux Team,6,2026-04-06
4360,4360,Disk Space Full,P4,In Progress,Security Team,69,2025-12-02
4361,4361,Qualys Agent Missing,P4,Closed,Infrastructure Team,69,2026-03-14
4362,4362,Disk Space Full,P3,Resolved,Infrastructure Team,9,2025-08-10
4363,4363,Application Not Responding,P1,Closed,Messaging Team,1,2025-10-01
4364,4364,Splunk Agent Down,P3,Resolved,Windows Team,24,2025-08-30
4365,4365,Server Down,P4,In Progress,Database Team,46,2026-05-20
4366,4366,Patch Failure,P2,Resolved,Messaging Team,4,2026-05-27
4367,4367,Firewall Disabled,P2,Resolved,Security Team,3,2026-04-27
4368,4368,CPU Utilization High,P3,Resolved,Messaging Team,6,2026-05-02
4369,4369,Application Not Responding,P2,In Progress,Infrastructure Team,5,2026-03-07
4370,4370,Patch Failure,P4,Resolved,Messaging Team,62,2026-03-29
4371,4371,Splunk Agent Down,P4,Resolved,Database Team,44,2026-06-27
4372,4372,Patch Failure,P4,Closed,Linux Team,56,2026-04-05
4373,4373,Qualys Agent Missing,P4,Resolved,Database Team,20,2026-02-22
4374,4374,CPU Utilization High,P4,Open,Messaging Team,20,2025-11-28
4375,4375,Splunk Agent Down,P4,Open,Windows Team,15,2026-04-13
4376,4376,Application Not Responding,P4,Closed,Windows Team,61,2026-01-27
4377,4377,Patch Failure,P3,Closed,Infrastructure Team,12,2025-09-01
4378,4378,Firewall Disabled,P3,Open,Linux Team,23,2026-07-03
4379,4379,Memory Utilization High,P4,Resolved,Infrastructure Team,51,2026-03-03
4380,4380,Server Down,P4,Closed,Security Team,50,2026-06-28
4381,4381,Memory Utilization High,P4,Closed,Messaging Team,9,2026-06-26
4382,4382,Memory Utilization High,P1,In Progress,Infrastructure Team,2,2026-07-05
4383,4383,Application Not Responding,P3,In Progress,Infrastructure Team,12,2026-03-17
4384,4384,Application Not Responding,P1,Closed,Infrastructure Team,3,2025-12-03
4385,4385,Server Down,P3,Closed,Database Team,20,2025-08-23
4386,4386,Disk Space Full,P3,Resolved,Messaging Team,7,2026-04-28
4387,4387,Firewall Disabled,P2,Closed,Infrastructure Team,7,2025-12-13
4388,4388,Patch Failure,P4,Closed,Infrastructure Team,43,2026-01-25
4389,4389,Application Not Responding,P4,Closed,Database Team,11,2026-03-17
4390,4390,Qualys Agent Missing,P4,In Progress,Messaging Team,55,2026-06-11
4391,4391,Splunk Agent Down,P4,Closed,Infrastructure Team,69,2025-09-27
4392,4392,CPU Utilization High,P3,Resolved,Windows Team,5,2026-05-02
4393,4393,CPU Utilization High,P2,Resolved,Database Team,5,2025-12-04
4394,4394,Patch Failure,P4,In Progress,Security Team,69,2025-11-16
4395,4395,Firewall Disabled,P3,Closed,Infrastructure Team,10,2026-02-12
4396,4396,Disk Space Full,P4,Resolved,Database Team,49,2026-07-14
4397,4397,Splunk Agent Down,P2,Closed,Messaging Team,2,2025-10-27
4398,4398,Memory Utilization High,P4,In Progress,Security Team,67,2026-04-08
4399,4399,Firewall Disabled,P3,Closed,Linux Team,10,2025-11-19
4400,4400,Firewall Disabled,P3,Closed,Linux Team,23,2026-06-15
4401,4401,CPU Utilization High,P3,Closed,Infrastructure Team,11,2026-06-19
4402,4402,CrowdStrike Offline,P4,In Progress,Security Team,34,2026-06-06
4403,4403,CPU Utilization High,P4,In Progress,Database Team,28,2026-02-16
4404,4404,Qualys Agent Missing,P3,Open,Security Team,5,2025-12-14
4405,4405,Disk Space Full,P4,Closed,Messaging Team,70,2025-08-15
4406,4406,Application Not Responding,P4,In Progress,Infrastructure Team,8,2025-12-22
4407,4407,Disk Space Full,P4,Open,Windows Team,22,2026-01-04
4408,4408,Application Not Responding,P3,Open,Infrastructure Team,17,2025-10-09
4409,4409,Server Down,P4,Closed,Messaging Team,50,2026-04-16
4410,4410,CPU Utilization High,P4,Closed,Linux Team,67,2025-10-28
4411,4411,Application Not Responding,P3,Resolved,Security Team,5,2025-09-12
4412,4412,Firewall Disabled,P4,Closed,Messaging Team,39,2026-06-05
4413,4413,Patch Failure,P3,In Progress,Linux Team,21,2025-12-29
4414,4414,Application Not Responding,P3,Open,Messaging Team,8,2025-11-20
4415,4415,Server Down,P3,Resolved,Windows Team,24,2026-06-29
4416,4416,CPU Utilization High,P4,Closed,Messaging Team,55,2025-09-08
4417,4417,Patch Failure,P4,Resolved,Messaging Team,70,2026-03-15
4418,4418,Patch Failure,P3,Closed,Windows Team,7,2026-07-24
4419,4419,Application Not Responding,P4,Resolved,Security Team,25,2025-09-19
4420,4420,Splunk Agent Down,P2,In Progress,Linux Team,7,2025-08-22
4421,4421,Patch Failure,P2,Closed,Linux Team,3,2026-06-19
4422,4422,Firewall Disabled,P2,Closed,Infrastructure Team,3,2026-02-17
4423,4423,Qualys Agent Missing,P4,Closed,Security Team,44,2026-06-09
4424,4424,Firewall Disabled,P1,Closed,Infrastructure Team,2,2026-04-10
4425,4425,Splunk Agent Down,P3,Resolved,Linux Team,8,2026-03-12
4426,4426,Firewall Disabled,P4,Closed,Linux Team,59,2026-07-01
4427,4427,Splunk Agent Down,P3,Closed,Messaging Team,10,2026-05-18
4428,4428,Firewall Disabled,P4,In Progress,Database Team,58,2026-07-23
4429,4429,Firewall Disabled,P4,Resolved,Infrastructure Team,27,2026-05-01
4430,4430,Splunk Agent Down,P3,Resolved,Linux Team,11,2026-05-05
4431,4431,Splunk Agent Down,P4,Closed,Infrastructure Team,20,2026-06-20
4432,4432,CrowdStrike Offline,P1,Resolved,Security Team,3,2025-08-08
4433,4433,Qualys Agent Missing,P4,Resolved,Security Team,46,2026-01-22
4434,4434,Memory Utilization High,P4,Resolved,Infrastructure Team,9,2025-08-22
4435,4435,Splunk Agent Down,P3,Closed,Security Team,13,2026-01-16
4436,4436,CrowdStrike Offline,P3,Resolved,Linux Team,8,2025-08-03
4437,4437,Splunk Agent Down,P3,Closed,Infrastructure Team,13,2026-01-30
4438,4438,Disk Space Full,P2,Resolved,Database Team,8,2026-03-14
4439,4439,Disk Space Full,P4,Open,Infrastructure Team,57,2026-06-07
4440,4440,CPU Utilization High,P3,Closed,Windows Team,13,2026-04-28
4441,4441,Splunk Agent Down,P1,In Progress,Infrastructure Team,4,2026-02-18
4442,4442,Application Not Responding,P4,Closed,Messaging Team,37,2025-12-12
4443,4443,CPU Utilization High,P3,In Progress,Infrastructure Team,16,2025-12-19
4444,4444,Firewall Disabled,P4,Closed,Messaging Team,46,2026-04-16
4445,4445,Disk Space Full,P3,Closed,Messaging Team,14,2026-03-16
4446,4446,CPU Utilization High,P4,Closed,Windows Team,13,2025-11-03
4447,4447,CrowdStrike Offline,P3,Closed,Security Team,20,2025-07-31
4448,4448,CrowdStrike Offline,P3,Closed,Windows Team,11,2026-06-10
4449,4449,Application Not Responding,P4,Closed,Database Team,70,2025-08-01
4450,4450,CrowdStrike Offline,P4,Closed,Messaging Team,55,2025-10-24
4451,4451,Firewall Disabled,P3,Closed,Linux Team,9,2025-09-23
4452,4452,Splunk Agent Down,P2,Resolved,Infrastructure Team,5,2026-02-14
4453,4453,Memory Utilization High,P1,Closed,Infrastructure Team,4,2026-06-12
4454,4454,Server Down,P4,Closed,Windows Team,15,2026-01-13
4455,4455,Qualys Agent Missing,P4,Closed,Linux Team,9,2026-04-11
4456,4456,CPU Utilization High,P4,Resolved,Security Team,62,2026-06-18
4457,4457,Firewall Disabled,P4,Resolved,Windows Team,31,2026-04-27
4458,4458,CPU Utilization High,P3,Closed,Windows Team,10,2025-11-18
4459,4459,CPU Utilization High,P2,Resolved,Database Team,4,2026-01-10
4460,4460,Server Down,P3,Resolved,Messaging Team,12,2025-08-26
4461,4461,Disk Space Full,P2,Resolved,Linux Team,2,2025-08-15
4462,4462,Patch Failure,P4,Resolved,Infrastructure Team,11,2026-02-21
4463,4463,Splunk Agent Down,P2,In Progress,Linux Team,5,2026-02-02
4464,4464,Patch Failure,P4,In Progress,Database Team,32,2026-01-23
4465,4465,Patch Failure,P3,Open,Linux Team,20,2025-07-28
4466,4466,Disk Space Full,P4,Resolved,Infrastructure Team,22,2026-02-03
4467,4467,CPU Utilization High,P4,Closed,Messaging Team,33,2026-05-05
4468,4468,Application Not Responding,P3,Open,Messaging Team,13,2025-10-23
4469,4469,Application Not Responding,P3,Resolved,Windows Team,6,2025-12-23
4470,4470,CrowdStrike Offline,P3,Resolved,Infrastructure Team,11,2025-12-26
4471,4471,Patch Failure,P3,Open,Security Team,10,2026-07-21
4472,4472,CrowdStrike Offline,P4,Resolved,Windows Team,21,2026-03-25
4473,4473,Qualys Agent Missing,P4,Resolved,Linux Team,9,2026-06-07
4474,4474,Application Not Responding,P4,Closed,Linux Team,64,2026-06-17
4475,4475,Disk Space Full,P2,Closed,Linux Team,6,2026-06-26
4476,4476,CrowdStrike Offline,P3,Closed,Database Team,18,2025-10-25
4477,4477,Server Down,P4,Resolved,Database Team,20,2026-01-01
4478,4478,CPU Utilization High,P2,Resolved,Security Team,7,2025-08-19
4479,4479,Firewall Disabled,P4,Closed,Security Team,55,2026-01-18
4480,4480,Server Down,P4,Resolved,Windows Team,62,2026-01-21
4481,4481,Firewall Disabled,P3,Closed,Infrastructure Team,11,2026-04-22
4482,4482,Splunk Agent Down,P1,Resolved,Database Team,2,2026-02-18
4483,4483,CrowdStrike Offline,P2,Resolved,Messaging Team,5,2026-03-31
4484,4484,CrowdStrike Offline,P4,Resolved,Infrastructure Team,56,2026-01-30
4485,4485,Memory Utilization High,P3,Resolved,Database Team,8,2025-09-12
4486,4486,Firewall Disabled,P4,Resolved,Database Team,18,2025-11-26
4487,4487,Splunk Agent Down,P3,Open,Infrastructure Team,11,2026-07-20
4488,4488,Splunk Agent Down,P4,Closed,Database Team,43,2026-06-24
4489,4489,Firewall Disabled,P3,In Progress,Messaging Team,15,2026-02-17
4490,4490,CrowdStrike Offline,P4,In Progress,Infrastructure Team,29,2026-03-26
4491,4491,Memory Utilization High,P4,In Progress,Messaging Team,67,2026-02-08
4492,4492,Server Down,P4,Open,Windows Team,58,2026-06-21
4493,4493,Patch Failure,P3,Resolved,Messaging Team,12,2026-07-01
4494,4494,Memory Utilization High,P1,Closed,Messaging Team,3,2026-02-03
4495,4495,Application Not Responding,P4,Resolved,Infrastructure Team,51,2026-04-02
4496,4496,CPU Utilization High,P4,Resolved,Infrastructure Team,21,2025-11-25
4497,4497,Qualys Agent Missing,P3,In Progress,Infrastructure Team,21,2026-04-06
4498,4498,Disk Space Full,P3,Closed,Messaging Team,16,2026-01-01
4499,4499,Application Not Responding,P4,Closed,Messaging Team,48,2025-12-04
4500,4500,Application Not Responding,P4,Closed,Windows Team,58,2026-07-21
4501,4501,CrowdStrike Offline,P4,In Progress,Linux Team,44,2026-06-04
4502,4502,Application Not Responding,P1,In Progress,Windows Team,4,2026-04-07
4503,4503,Server Down,P3,Closed,Messaging Team,7,2026-05-08
4504,4504,Qualys Agent Missing,P4,Open,Infrastructure Team,31,2025-07-30
4505,4505,Application Not Responding,P4,Resolved,Linux Team,17,2025-11-21
4506,4506,Splunk Agent Down,P3,Resolved,Windows Team,13,2025-10-10
4507,4507,Firewall Disabled,P3,Closed,Database Team,15,2025-09-14
4508,4508,Disk Space Full,P2,Closed,Windows Team,6,2026-01-29
4509,4509,Server Down,P4,Open,Linux Team,48,2026-04-24
4510,4510,CPU Utilization High,P4,In Progress,Database Team,32,2026-05-26
4511,4511,CrowdStrike Offline,P3,Closed,Windows Team,4,2026-07-15
4512,4512,CPU Utilization High,P4,Resolved,Infrastructure Team,36,2026-02-13
4513,4513,Patch Failure,P4,Resolved,Infrastructure Team,70,2026-02-26
4514,4514,Application Not Responding,P4,Closed,Linux Team,17,2025-10-08
4515,4515,Qualys Agent Missing,P3,Resolved,Infrastructure Team,8,2026-03-26
4516,4516,Disk Space Full,P2,Resolved,Linux Team,8,2026-07-03
4517,4517,CrowdStrike Offline,P4,Closed,Infrastructure Team,52,2025-09-15
4518,4518,Application Not Responding,P2,Resolved,Database Team,6,2026-07-24
4519,4519,CrowdStrike Offline,P4,Open,Infrastructure Team,38,2026-02-07
4520,4520,Server Down,P4,Closed,Windows Team,47,2026-01-10
4521,4521,Memory Utilization High,P2,Closed,Infrastructure Team,7,2025-10-06
4522,4522,Patch Failure,P1,Closed,Messaging Team,1,2026-03-22
4523,4523,Firewall Disabled,P3,Closed,Messaging Team,21,2025-10-25
4524,4524,CPU Utilization High,P4,Closed,Database Team,44,2025-12-29
4525,4525,Server Down,P2,Closed,Windows Team,5,2025-12-05
4526,4526,CrowdStrike Offline,P3,Resolved,Infrastructure Team,22,2025-10-01
4527,4527,Disk Space Full,P4,Resolved,Windows Team,24,2026-03-13
4528,4528,Qualys Agent Missing,P3,Resolved,Infrastructure Team,16,2026-02-01
4529,4529,Splunk Agent Down,P3,In Progress,Infrastructure Team,23,2025-10-09
4530,4530,Splunk Agent Down,P4,Closed,Linux Team,21,2026-03-09
4531,4531,Splunk Agent Down,P2,Open,Linux Team,2,2025-10-13
4532,4532,Patch Failure,P3,Open,Security Team,11,2025-08-07
4533,4533,Splunk Agent Down,P4,Closed,Messaging Team,51,2026-02-02
4534,4534,Application Not Responding,P4,Closed,Linux Team,9,2026-03-09
4535,4535,Firewall Disabled,P4,Resolved,Database Team,54,2025-10-09
4536,4536,Firewall Disabled,P4,Resolved,Infrastructure Team,28,2025-12-27
4537,4537,CrowdStrike Offline,P2,In Progress,Security Team,7,2025-11-29
4538,4538,Server Down,P3,In Progress,Database Team,12,2025-11-16
4539,4539,Application Not Responding,P3,Closed,Linux Team,20,2025-10-14
4540,4540,Disk Space Full,P1,Resolved,Messaging Team,2,2025-09-01
4541,4541,Patch Failure,P4,In Progress,Windows Team,45,2026-06-14
4542,4542,Server Down,P2,Closed,Windows Team,7,2026-02-12
4543,4543,CPU Utilization High,P2,In Progress,Database Team,2,2026-05-09
4544,4544,Memory Utilization High,P4,Closed,Linux Team,55,2025-10-31
4545,4545,Firewall Disabled,P3,In Progress,Infrastructure Team,4,2026-07-05
4546,4546,CrowdStrike Offline,P3,Closed,Windows Team,13,2025-09-15
4547,4547,Splunk Agent Down,P3,Resolved,Security Team,16,2026-02-02
4548,4548,Memory Utilization High,P2,Resolved,Security Team,8,2026-04-17
4549,4549,Server Down,P4,In Progress,Database Team,11,2025-07-27
