server_id,hostname,operating_system,environment,server_type,location,owner_team,created_date,compliance_id,splunk_status,qualys_status,crowdstrike_status,firewall_status,patch_status,password_policy,compliance_score,compliance_status,performance_id,cpu_usage,memory_usage,disk_usage,uptime_days,vulnerability_id,critical_count,high_count,medium_count,low_count,risk_level,last_scan_date,incident_id,incident_category,priority,status,assigned_team,resolution_hours,incident_date,total_vulnerabilities,vulnerability_risk_score,compliance_failure_count,performance_risk_count,incident_severity_score,resolution_delay_risk,server_risk_score
4003,DB598,Windows Server 2022,Testing,Database Server,Mumbai,Database Team,2026-07-25,4003,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4003,62,87,72,287,4003,2,4,5,10,Low,2026-07-25,4003,Qualys Agent Missing,P1,Closed,Database Team,4,2026-02-26,21,40,0,1,4,0,65
4004,APP556,Ubuntu 22.04,UAT,Application Server,Chennai,Infrastructure Team,2026-07-25,4004,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4004,55,76,53,382,4004,0,4,3,13,Low,2026-07-25,4004,CrowdStrike Offline,P4,Resolved,Infrastructure Team,54,2025-12-20,20,31,0,0,1,1,41
4005,FILE546,RHEL 8,UAT,File Server,Mumbai,Windows Team,2026-07-25,4005,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4005,21,50,76,639,4005,1,2,6,5,Low,2026-07-25,4005,Firewall Disabled,P4,Resolved,Windows Team,50,2025-07-28,14,27,0,1,1,1,42
4006,APP557,Windows Server 2019,UAT,Application Server,Bangalore,Infrastructure Team,2026-07-25,4006,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4006,47,62,68,15,4006,1,1,12,16,Medium,2026-07-25,4006,Disk Space Full,P3,In Progress,Infrastructure Team,20,2026-06-04,30,47,0,0,2,0,57
4007,FILE547,RHEL 8,Production,File Server,Bangalore,Windows Team,2026-07-25,4007,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning,4007,16,46,85,655,4007,1,0,8,15,Medium,2026-07-25,4007,Disk Space Full,P2,Closed,Windows Team,3,2025-10-31,24,35,1,1,3,0,65
4008,API563,Windows Server 2019,Development,API Server,Pune,Infrastructure Team,2026-07-25,4008,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4008,62,68,36,443,4008,0,2,4,7,Low,2026-07-25,4008,Patch Failure,P4,Closed,Infrastructure Team,58,2026-06-02,13,21,0,0,1,1,31
4009,FILE548,Windows Server 2022,Testing,File Server,Mumbai,Windows Team,2026-07-25,4009,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4009,14,32,84,502,4009,1,3,3,13,Low,2026-07-25,4009,Memory Utilization High,P4,Closed,Windows Team,28,2025-12-26,20,32,0,0,1,1,42
4010,FILE549,Windows Server 2019,Production,File Server,Hyderabad,Windows Team,2026-07-25,4010,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4010,18,36,86,50,4010,0,1,3,6,Low,2026-07-25,4010,Disk Space Full,P3,In Progress,Windows Team,20,2025-12-06,10,15,0,1,2,0,30
4011,DB599,Windows Server 2022,Development,Database Server,Bangalore,Database Team,2026-07-25,4011,Running,Running,Stopped,Enabled,Updated,Compliant,80,Warning,4011,78,76,87,57,4011,4,7,16,27,Critical,2026-07-25,4011,Firewall Disabled,P2,In Progress,Database Team,7,2026-01-11,54,96,1,1,3,0,126
4012,AUTH583,RHEL 8,Production,Authentication Server,Mumbai,Security Team,2026-07-25,4012,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4012,37,58,33,158,4012,1,2,2,8,Low,2026-07-25,4012,Patch Failure,P4,Resolved,Security Team,45,2025-07-26,13,22,0,0,1,1,32
4013,FILE550,RHEL 9,UAT,File Server,Hyderabad,Windows Team,2026-07-25,4013,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4013,28,49,81,5,4013,0,3,7,11,Low,2026-07-25,4013,Patch Failure,P2,Resolved,Windows Team,3,2026-06-03,21,34,0,0,3,0,49
4014,API564,Windows Server 2019,Testing,API Server,Bangalore,Infrastructure Team,2026-07-25,4014,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4014,49,57,48,410,4014,2,4,4,11,Low,2026-07-25,4014,Application Not Responding,P4,Closed,Infrastructure Team,53,2026-01-01,21,39,0,0,1,1,49
4015,WEB590,Windows Server 2019,Testing,Web Server,Mumbai,Linux Team,2026-07-25,4015,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4015,51,31,34,220,4015,0,4,11,16,Medium,2026-07-25,4015,Patch Failure,P1,In Progress,Linux Team,3,2026-03-14,31,50,0,0,4,0,70
4016,APP558,Windows Server 2019,Development,Application Server,Chennai,Infrastructure Team,2026-07-25,4016,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4016,73,79,43,235,4016,2,2,5,17,Low,2026-07-25,4016,Disk Space Full,P4,Closed,Infrastructure Team,34,2025-07-29,26,41,0,0,1,1,51
4017,MAIL573,Ubuntu 22.04,Development,Mail Server,Hyderabad,Messaging Team,2026-07-25,4017,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4017,36,48,30,33,4017,0,4,5,12,Low,2026-07-25,4017,CPU Utilization High,P2,Resolved,Messaging Team,2,2026-02-27,21,34,0,0,3,0,49
4018,API565,Windows Server 2019,Production,API Server,Chennai,Infrastructure Team,2026-07-25,4018,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4018,51,59,46,474,4018,1,3,9,6,Medium,2026-07-25,4018,Splunk Agent Down,P2,In Progress,Infrastructure Team,5,2026-05-15,19,37,0,0,3,0,52
4019,DB600,RHEL 8,Production,Database Server,Hyderabad,Database Team,2026-07-25,4019,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4019,74,84,88,163,4019,2,8,10,12,High,2026-07-25,4019,Firewall Disabled,P4,Closed,Database Team,23,2026-04-03,32,64,0,2,1,0,79
4020,API566,Windows Server 2019,Production,API Server,Mumbai,Infrastructure Team,2026-07-25,4020,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning,4020,53,43,40,633,4020,0,3,8,5,Medium,2026-07-25,4020,Firewall Disabled,P4,Resolved,Infrastructure Team,15,2025-10-11,16,30,1,1,1,0,50
4021,APP559,Ubuntu 22.04,Development,Application Server,Pune,Infrastructure Team,2026-07-25,4021,Running,Stopped,Running,Enabled,Updated,Compliant,80,Warning,4021,42,69,57,12,4021,1,1,12,18,Medium,2026-07-25,4021,Memory Utilization High,P3,Closed,Infrastructure Team,5,2026-02-03,32,49,1,0,2,0,69
4022,FILE551,Windows Server 2022,Production,File Server,Mumbai,Windows Team,2026-07-25,4022,Running,Running,Running,Disabled,Updated,Non-Compliant,75,Warning,4022,10,46,86,308,4022,1,3,4,11,Low,2026-07-25,4022,Memory Utilization High,P3,In Progress,Windows Team,22,2026-07-09,19,32,2,1,2,0,67
4023,MAIL574,Ubuntu 22.04,Testing,Mail Server,Hyderabad,Messaging Team,2026-07-25,4023,Stopped,Running,Running,Enabled,Outdated,Compliant,65,Non-Compliant,4023,35,40,39,369,4023,1,4,7,9,Low,2026-07-25,4023,CrowdStrike Offline,P4,In Progress,Messaging Team,64,2026-04-28,21,39,2,0,1,1,69
4024,WEB591,Windows Server 2022,Testing,Web Server,Mumbai,Linux Team,2026-07-25,4024,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4024,27,34,28,253,4024,1,2,10,16,Medium,2026-07-25,4024,Server Down,P4,Open,Linux Team,20,2025-10-11,29,46,0,0,1,0,51
4025,WEB592,Windows Server 2022,UAT,Web Server,Mumbai,Linux Team,2026-07-25,4025,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4025,48,59,24,713,4025,2,5,10,17,High,2026-07-25,4025,Patch Failure,P4,Closed,Linux Team,47,2026-02-08,34,60,0,1,1,1,75
4026,DB601,Windows Server 2019,UAT,Database Server,Chennai,Database Team,2026-07-25,4026,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4026,89,94,81,144,4026,4,4,13,14,Critical,2026-07-25,4026,CPU Utilization High,P2,In Progress,Database Team,3,2026-07-07,35,68,0,2,3,0,93
4027,AUTH584,Ubuntu 22.04,Production,Authentication Server,Chennai,Security Team,2026-07-25,4027,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4027,30,43,51,566,4027,1,4,4,9,Low,2026-07-25,4027,Splunk Agent Down,P3,In Progress,Security Team,22,2026-05-16,18,33,0,0,2,0,43
4028,DB602,Ubuntu 22.04,Production,Database Server,Pune,Database Team,2026-07-25,4028,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4028,78,93,66,426,4028,1,2,16,13,Medium,2026-07-25,4028,Splunk Agent Down,P3,In Progress,Database Team,20,2025-08-29,32,55,0,1,2,0,70
4029,APP560,Ubuntu 22.04,Production,Application Server,Pune,Infrastructure Team,2026-07-25,4029,Running,Running,Running,Disabled,Updated,Compliant,85,Warning,4029,52,83,48,533,4029,0,2,3,7,Low,2026-07-25,4029,Server Down,P1,Resolved,Infrastructure Team,4,2025-11-14,12,19,1,1,4,0,54
4030,DB603,RHEL 9,UAT,Database Server,Chennai,Database Team,2026-07-25,4030,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4030,79,84,72,41,4030,3,7,12,13,Critical,2026-07-25,4030,Firewall Disabled,P4,Closed,Database Team,19,2025-09-15,35,70,0,1,1,0,80
4031,API567,RHEL 8,UAT,API Server,Chennai,Infrastructure Team,2026-07-25,4031,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning,4031,60,47,46,484,4031,2,4,7,11,Low,2026-07-25,4031,Qualys Agent Missing,P3,Resolved,Infrastructure Team,8,2026-05-28,24,45,1,0,2,0,65
4032,API568,RHEL 8,Testing,API Server,Mumbai,Infrastructure Team,2026-07-25,4032,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning,4032,74,70,45,154,4032,2,3,10,12,Medium,2026-07-25,4032,Patch Failure,P3,Closed,Infrastructure Team,19,2025-09-03,27,49,1,0,2,0,69
4033,FILE552,RHEL 8,Testing,File Server,Pune,Windows Team,2026-07-25,4033,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4033,29,48,83,672,4033,1,1,7,5,Low,2026-07-25,4033,CPU Utilization High,P4,Closed,Windows Team,23,2026-01-17,14,26,0,1,1,0,36
4034,WEB593,RHEL 8,Development,Web Server,Pune,Linux Team,2026-07-25,4034,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4034,40,48,50,469,4034,3,6,13,14,Critical,2026-07-25,4034,Disk Space Full,P4,Closed,Linux Team,24,2026-03-09,36,70,0,0,1,0,75
4035,DB604,RHEL 8,UAT,Database Server,Pune,Database Team,2026-07-25,4035,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4035,62,71,78,696,4035,4,10,18,13,Critical,2026-07-25,4035,Application Not Responding,P3,In Progress,Database Team,23,2026-07-11,45,95,0,1,2,0,110
4036,FILE553,RHEL 9,Production,File Server,Pune,Windows Team,2026-07-25,4036,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4036,11,48,72,115,4036,1,1,4,8,Low,2026-07-25,4036,Memory Utilization High,P4,Closed,Windows Team,26,2026-04-05,14,23,0,0,1,1,33
4037,AUTH585,Windows Server 2019,Production,Authentication Server,Bangalore,Security Team,2026-07-25,4037,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4037,34,56,30,158,4037,2,3,2,5,Low,2026-07-25,4037,Memory Utilization High,P4,In Progress,Security Team,42,2025-11-17,12,26,0,0,1,1,36
4038,WEB594,Windows Server 2019,UAT,Web Server,Hyderabad,Linux Team,2026-07-25,4038,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4038,48,40,58,606,4038,3,3,7,7,Critical,2026-07-25,4038,CPU Utilization High,P3,Closed,Linux Team,12,2026-01-29,20,42,0,1,2,0,57
4039,AUTH586,RHEL 8,UAT,Authentication Server,Mumbai,Security Team,2026-07-25,4039,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4039,34,50,55,19,4039,0,1,6,5,Low,2026-07-25,4039,Qualys Agent Missing,P4,Resolved,Security Team,36,2026-03-11,12,20,0,0,1,1,30
4040,WEB595,Ubuntu 22.04,UAT,Web Server,Mumbai,Linux Team,2026-07-25,4040,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4040,46,48,59,37,4040,3,5,4,16,Critical,2026-07-25,4040,Memory Utilization High,P3,Closed,Linux Team,13,2025-12-18,28,51,0,0,2,0,61
4041,AUTH587,RHEL 9,Production,Authentication Server,Bangalore,Security Team,2026-07-25,4041,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4041,53,54,48,329,4041,1,2,8,5,Medium,2026-07-25,4041,CPU Utilization High,P2,In Progress,Security Team,5,2026-06-14,16,31,0,0,3,0,46
4042,WEB596,Ubuntu 22.04,Development,Web Server,Pune,Linux Team,2026-07-25,4042,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4042,34,49,23,31,4042,2,6,5,14,High,2026-07-25,4042,Patch Failure,P4,In Progress,Linux Team,18,2026-03-20,27,50,0,0,1,0,55
4043,APP561,Windows Server 2022,Production,Application Server,Pune,Infrastructure Team,2026-07-25,4043,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4043,59,55,54,564,4043,2,4,4,7,Low,2026-07-25,4043,Patch Failure,P4,Closed,Infrastructure Team,68,2025-10-13,17,35,0,0,1,1,45
4044,DB605,RHEL 8,UAT,Database Server,Pune,Database Team,2026-07-25,4044,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4044,81,91,70,353,4044,1,5,9,13,High,2026-07-25,4044,Memory Utilization High,P4,Closed,Database Team,11,2026-04-27,28,50,0,2,1,0,65
4045,MAIL575,Windows Server 2022,UAT,Mail Server,Mumbai,Messaging Team,2026-07-25,4045,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4045,41,64,51,438,4045,1,3,5,14,Low,2026-07-25,4045,CPU Utilization High,P3,Closed,Messaging Team,21,2026-01-18,23,37,0,0,2,0,47
4046,DB606,Windows Server 2019,UAT,Database Server,Bangalore,Database Team,2026-07-25,4046,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4046,81,93,82,13,4046,3,10,19,30,Critical,2026-07-25,4046,Server Down,P2,In Progress,Database Team,3,2026-07-12,62,110,0,2,3,0,135
4047,MAIL576,Windows Server 2019,Production,Mail Server,Chennai,Messaging Team,2026-07-25,4047,Running,Running,Running,Enabled,Outdated,Non-Compliant,75,Warning,4047,26,65,31,692,4047,2,3,2,6,Low,2026-07-25,4047,Qualys Agent Missing,P4,Closed,Messaging Team,71,2025-10-26,13,27,2,1,1,1,62
4048,API569,RHEL 8,Testing,API Server,Pune,Infrastructure Team,2026-07-25,4048,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4048,55,48,44,544,4048,2,3,6,9,Low,2026-07-25,4048,Qualys Agent Missing,P3,Resolved,Infrastructure Team,4,2026-02-16,20,38,0,0,2,0,48
4049,API570,RHEL 8,Development,API Server,Chennai,Infrastructure Team,2026-07-25,4049,Running,Stopped,Running,Enabled,Updated,Compliant,80,Warning,4049,51,53,42,69,4049,0,2,7,8,Low,2026-07-25,4049,Qualys Agent Missing,P4,In Progress,Infrastructure Team,35,2025-11-08,17,28,1,0,1,1,48
4050,MAIL577,Windows Server 2019,Development,Mail Server,Chennai,Messaging Team,2026-07-25,4050,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning,4050,44,45,33,458,4050,2,4,6,15,Low,2026-07-25,4050,Disk Space Full,P2,Resolved,Messaging Team,7,2025-12-15,27,47,1,0,3,0,72
4051,WEB597,RHEL 9,Development,Web Server,Hyderabad,Linux Team,2026-07-25,4051,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4051,39,55,39,697,4051,3,6,13,12,Critical,2026-07-25,4051,Firewall Disabled,P2,Closed,Linux Team,6,2025-10-09,34,68,0,1,3,0,88
4052,APP562,RHEL 8,Production,Application Server,Mumbai,Infrastructure Team,2026-07-25,4052,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4052,54,52,65,318,4052,0,3,8,17,Medium,2026-07-25,4052,Server Down,P2,Closed,Infrastructure Team,2,2025-08-30,28,42,0,0,3,0,57
4053,DB607,Windows Server 2019,Development,Database Server,Chennai,Database Team,2026-07-25,4053,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4053,67,70,78,720,4053,5,4,6,12,Critical,2026-07-25,4053,Application Not Responding,P4,Open,Database Team,57,2025-11-15,27,56,0,1,1,1,71
4054,MAIL578,Windows Server 2022,Production,Mail Server,Pune,Messaging Team,2026-07-25,4054,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4054,26,45,55,680,4054,1,3,5,15,Low,2026-07-25,4054,Memory Utilization High,P2,Open,Messaging Team,6,2026-03-17,24,38,0,1,3,0,58
4055,DB608,RHEL 8,Testing,Database Server,Chennai,Database Team,2026-07-25,4055,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4055,73,77,72,336,4055,0,7,7,20,High,2026-07-25,4055,Server Down,P4,Open,Database Team,66,2026-04-25,34,55,0,0,1,1,65
4056,FILE554,RHEL 8,Development,File Server,Mumbai,Windows Team,2026-07-25,4056,Running,Running,Running,Disabled,Updated,Compliant,85,Warning,4056,13,43,78,24,4056,1,2,7,6,Low,2026-07-25,4056,Disk Space Full,P4,Resolved,Windows Team,13,2025-08-02,16,30,1,0,1,0,45
4057,APP563,RHEL 8,Development,Application Server,Mumbai,Infrastructure Team,2026-07-25,4057,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant,4057,76,68,55,99,4057,1,3,6,16,Low,2026-07-25,4057,Server Down,P3,In Progress,Infrastructure Team,14,2026-01-10,26,41,1,0,2,0,61
4058,APP564,Windows Server 2022,Testing,Application Server,Pune,Infrastructure Team,2026-07-25,4058,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4058,73,55,47,602,4058,1,3,5,10,Low,2026-07-25,4058,CPU Utilization High,P4,In Progress,Infrastructure Team,32,2026-04-19,19,33,0,1,1,1,48
4059,FILE555,Windows Server 2019,Production,File Server,Mumbai,Windows Team,2026-07-25,4059,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning,4059,14,23,77,245,4059,0,1,3,11,Low,2026-07-25,4059,Firewall Disabled,P3,Closed,Windows Team,23,2026-01-24,15,20,1,0,2,0,40
4060,AUTH588,Windows Server 2019,UAT,Authentication Server,Pune,Security Team,2026-07-25,4060,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4060,37,67,35,304,4060,0,2,6,4,Low,2026-07-25,4060,Splunk Agent Down,P3,Closed,Security Team,24,2025-08-27,12,22,0,0,2,0,32
4061,API571,Ubuntu 22.04,Production,API Server,Hyderabad,Infrastructure Team,2026-07-25,4061,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4061,77,64,58,330,4061,0,4,10,6,Medium,2026-07-25,4061,Patch Failure,P4,Resolved,Infrastructure Team,32,2025-09-03,20,38,0,0,1,1,48
4062,FILE556,Windows Server 2022,Testing,File Server,Mumbai,Windows Team,2026-07-25,4062,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4062,20,50,78,661,4062,0,1,2,6,Low,2026-07-25,4062,Application Not Responding,P3,In Progress,Windows Team,13,2025-12-18,9,13,0,1,2,0,28
4063,AUTH589,Windows Server 2022,Production,Authentication Server,Hyderabad,Security Team,2026-07-25,4063,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning,4063,60,49,35,311,4063,1,1,3,9,Low,2026-07-25,4063,Server Down,P4,Closed,Security Team,32,2025-07-30,14,22,1,0,1,1,42
4064,DB609,Windows Server 2019,Production,Database Server,Bangalore,Database Team,2026-07-25,4064,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4064,62,73,72,670,4064,2,10,9,13,High,2026-07-25,4064,Splunk Agent Down,P3,In Progress,Database Team,23,2025-09-24,34,69,0,1,2,0,84
4065,API572,Windows Server 2019,Development,API Server,Mumbai,Infrastructure Team,2026-07-25,4065,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4065,52,46,52,532,4065,1,4,5,14,Low,2026-07-25,4065,Qualys Agent Missing,P3,Resolved,Infrastructure Team,20,2026-02-12,24,40,0,0,2,0,50
4066,API573,Windows Server 2022,UAT,API Server,Chennai,Infrastructure Team,2026-07-25,4066,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning,4066,47,75,44,648,4066,0,4,7,10,Low,2026-07-25,4066,Qualys Agent Missing,P3,Open,Infrastructure Team,19,2026-05-14,21,36,1,1,2,0,61
4067,APP565,Ubuntu 22.04,Testing,Application Server,Mumbai,Infrastructure Team,2026-07-25,4067,Running,Running,Running,Disabled,Updated,Compliant,85,Warning,4067,73,62,44,10,4067,1,2,3,6,Low,2026-07-25,4067,CPU Utilization High,P4,Resolved,Infrastructure Team,38,2025-08-18,12,22,1,0,1,1,42
4068,MAIL579,RHEL 9,Development,Mail Server,Pune,Messaging Team,2026-07-25,4068,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4068,36,51,59,191,4068,2,4,3,14,Low,2026-07-25,4068,Patch Failure,P1,Closed,Messaging Team,2,2026-02-02,23,40,0,0,4,0,60
4069,WEB598,RHEL 9,Development,Web Server,Chennai,Linux Team,2026-07-25,4069,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4069,24,61,59,575,4069,1,2,10,10,Medium,2026-07-25,4069,Firewall Disabled,P3,Open,Linux Team,6,2025-11-18,23,40,0,0,2,0,50
4070,WEB599,Windows Server 2019,Development,Web Server,Mumbai,Linux Team,2026-07-25,4070,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4070,54,33,21,34,4070,1,2,8,14,Medium,2026-07-25,4070,Patch Failure,P4,Resolved,Linux Team,38,2025-09-17,25,40,0,0,1,1,50
4071,APP566,RHEL 9,Development,Application Server,Hyderabad,Infrastructure Team,2026-07-25,4071,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant,4071,67,83,61,600,4071,0,2,6,11,Low,2026-07-25,4071,Application Not Responding,P4,Resolved,Infrastructure Team,30,2025-12-15,19,29,1,1,1,1,54
4072,API574,RHEL 8,Production,API Server,Mumbai,Infrastructure Team,2026-07-25,4072,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4072,78,68,58,94,4072,0,3,7,5,Low,2026-07-25,4072,Firewall Disabled,P2,Closed,Infrastructure Team,8,2026-02-16,15,28,0,0,3,0,43
4073,MAIL580,RHEL 9,Testing,Mail Server,Hyderabad,Messaging Team,2026-07-25,4073,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant,4073,44,47,46,56,4073,1,2,9,15,Medium,2026-07-25,4073,Patch Failure,P4,Open,Messaging Team,16,2026-02-27,27,43,1,0,1,0,58
4074,APP567,Windows Server 2019,Development,Application Server,Hyderabad,Infrastructure Team,2026-07-25,4074,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4074,55,79,68,306,4074,1,2,6,10,Low,2026-07-25,4074,Memory Utilization High,P4,Closed,Infrastructure Team,50,2026-07-15,19,32,0,0,1,1,42
4075,MAIL581,RHEL 8,Production,Mail Server,Pune,Messaging Team,2026-07-25,4075,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4075,43,43,59,26,4075,1,1,8,10,Medium,2026-07-25,4075,Memory Utilization High,P2,Closed,Messaging Team,2,2025-10-06,20,33,0,0,3,0,48
4076,AUTH590,RHEL 9,Development,Authentication Server,Mumbai,Security Team,2026-07-25,4076,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4076,35,47,45,80,4076,1,2,6,12,Low,2026-07-25,4076,Firewall Disabled,P4,Resolved,Security Team,11,2025-09-28,21,34,0,0,1,0,39
4077,API575,Ubuntu 22.04,Testing,API Server,Hyderabad,Infrastructure Team,2026-07-25,4077,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4077,62,45,38,376,4077,0,4,10,14,Medium,2026-07-25,4077,Server Down,P4,In Progress,Infrastructure Team,50,2025-09-24,28,46,0,0,1,1,56
4078,MAIL582,Windows Server 2022,UAT,Mail Server,Mumbai,Messaging Team,2026-07-25,4078,Running,Running,Running,Disabled,Updated,Compliant,85,Warning,4078,44,43,45,615,4078,1,4,9,10,Medium,2026-07-25,4078,Application Not Responding,P4,Closed,Messaging Team,27,2025-10-28,24,44,1,1,1,1,69
4079,MAIL583,RHEL 8,UAT,Mail Server,Hyderabad,Messaging Team,2026-07-25,4079,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4079,42,57,59,679,4079,2,3,5,11,Low,2026-07-25,4079,Server Down,P3,Open,Messaging Team,10,2026-06-23,21,38,0,1,2,0,53
4080,AUTH591,RHEL 8,Development,Authentication Server,Bangalore,Security Team,2026-07-25,4080,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4080,56,56,29,288,4080,1,1,8,6,Medium,2026-07-25,4080,Server Down,P3,Closed,Security Team,16,2026-07-15,16,29,0,0,2,0,39
4081,API576,Windows Server 2022,UAT,API Server,Mumbai,Infrastructure Team,2026-07-25,4081,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4081,58,55,35,640,4081,1,1,5,10,Low,2026-07-25,4081,Disk Space Full,P4,Resolved,Infrastructure Team,62,2025-07-28,17,27,0,1,1,1,42
4082,WEB600,Ubuntu 22.04,Testing,Web Server,Mumbai,Linux Team,2026-07-25,4082,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4082,49,61,58,401,4082,1,2,10,11,Medium,2026-07-25,4082,Firewall Disabled,P2,Resolved,Linux Team,8,2026-01-17,24,41,0,0,3,0,56
4083,APP568,Windows Server 2022,Production,Application Server,Pune,Infrastructure Team,2026-07-25,4083,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4083,70,63,48,460,4083,1,2,8,16,Medium,2026-07-25,4083,Memory Utilization High,P3,Closed,Infrastructure Team,10,2025-12-07,27,42,0,0,2,0,52
4084,WEB601,RHEL 9,UAT,Web Server,Hyderabad,Linux Team,2026-07-25,4084,Running,Running,Running,Disabled,Updated,Compliant,85,Warning,4084,59,55,37,504,4084,1,4,11,11,Medium,2026-07-25,4084,Patch Failure,P3,Resolved,Linux Team,24,2025-10-25,27,49,1,0,2,0,69
4085,API577,RHEL 8,Testing,API Server,Bangalore,Infrastructure Team,2026-07-25,4085,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant,4085,72,60,52,502,4085,1,3,10,9,Medium,2026-07-25,4085,Patch Failure,P4,Closed,Infrastructure Team,41,2025-10-05,23,42,1,0,1,1,62
4086,AUTH592,Windows Server 2019,UAT,Authentication Server,Mumbai,Security Team,2026-07-25,4086,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4086,32,67,33,202,4086,0,2,6,7,Low,2026-07-25,4086,CrowdStrike Offline,P4,Resolved,Security Team,10,2026-01-02,15,25,0,0,1,0,30
4087,FILE557,Windows Server 2019,Production,File Server,Chennai,Windows Team,2026-07-25,4087,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4087,28,42,70,46,4087,1,3,4,11,Low,2026-07-25,4087,Memory Utilization High,P4,In Progress,Windows Team,20,2025-10-04,19,32,0,0,1,0,37
4088,MAIL584,RHEL 9,Development,Mail Server,Hyderabad,Messaging Team,2026-07-25,4088,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4088,39,60,47,241,4088,0,4,10,12,Medium,2026-07-25,4088,Qualys Agent Missing,P4,Closed,Messaging Team,63,2026-04-14,26,44,0,0,1,1,54
