server_id,hostname,operating_system,environment,server_type,location,owner_team,created_date
4300,APP598,Ubuntu 22.04,Production,Application Server,Bangalore,Infrastructure Team,2026-07-25
4301,DB631,RHEL 9,Testing,Database Server,Hyderabad,Database Team,2026-07-25
4302,DB632,RHEL 8,Testing,Database Server,Pune,Database Team,2026-07-25
4303,APP599,Windows Server 2022,Production,Application Server,Bangalore,Infrastructure Team,2026-07-25
4304,APP600,RHEL 8,UAT,Application Server,Bangalore,Infrastructure Team,2026-07-25
4305,DB633,RHEL 8,UAT,Database Server,Mumbai,Database Team,2026-07-25
4306,API604,Windows Server 2019,Production,API Server,Chennai,Infrastructure Team,2026-07-25
4307,MAIL612,RHEL 9,Development,Mail Server,Chennai,Messaging Team,2026-07-25
4308,DB634,RHEL 9,Production,Database Server,Bangalore,Database Team,2026-07-25
4309,MAIL613,RHEL 8,Production,Mail Server,Pune,Messaging Team,2026-07-25
4310,MAIL614,Windows Server 2019,Production,Mail Server,Hyderabad,Messaging Team,2026-07-25
4311,DB635,Ubuntu 22.04,UAT,Database Server,Bangalore,Database Team,2026-07-25
4312,FILE594,Windows Server 2022,Testing,File Server,Mumbai,Windows Team,2026-07-25
4313,API605,Windows Server 2019,Production,API Server,Bangalore,Infrastructure Team,2026-07-25
4314,WEB642,Windows Server 2019,Development,Web Server,Mumbai,Linux Team,2026-07-25
4315,MAIL615,RHEL 9,Production,Mail Server,Mumbai,Messaging Team,2026-07-25
4316,API606,RHEL 9,Development,API Server,Mumbai,Infrastructure Team,2026-07-25
4317,WEB643,Windows Server 2019,Production,Web Server,Hyderabad,Linux Team,2026-07-25
4318,DB636,Ubuntu 22.04,Development,Database Server,Chennai,Database Team,2026-07-25
4319,DB637,RHEL 9,UAT,Database Server,Chennai,Database Team,2026-07-25
4320,API607,RHEL 9,Development,API Server,Chennai,Infrastructure Team,2026-07-25
4321,WEB644,RHEL 8,Development,Web Server,Pune,Linux Team,2026-07-25
4322,DB638,RHEL 8,UAT,Database Server,Chennai,Database Team,2026-07-25
4323,FILE595,RHEL 8,UAT,File Server,Bangalore,Windows Team,2026-07-25
4324,WEB645,RHEL 8,Production,Web Server,Hyderabad,Linux Team,2026-07-25
4325,FILE596,Windows Server 2019,Development,File Server,Chennai,Windows Team,2026-07-25
4326,AUTH625,RHEL 8,Development,Authentication Server,Chennai,Security Team,2026-07-25
4327,WEB646,Ubuntu 22.04,Testing,Web Server,Chennai,Linux Team,2026-07-25
4328,MAIL616,RHEL 8,Development,Mail Server,Bangalore,Messaging Team,2026-07-25
4329,API608,Windows Server 2022,Testing,API Server,Chennai,Infrastructure Team,2026-07-25
4330,DB639,RHEL 9,Production,Database Server,Mumbai,Database Team,2026-07-25
4331,MAIL617,Windows Server 2022,Production,Mail Server,Mumbai,Messaging Team,2026-07-25
4332,FILE597,RHEL 9,Development,File Server,Mumbai,Windows Team,2026-07-25
4333,DB640,RHEL 8,UAT,Database Server,Bangalore,Database Team,2026-07-25
4334,FILE598,Windows Server 2022,Production,File Server,Bangalore,Windows Team,2026-07-25
4335,FILE599,Windows Server 2019,Development,File Server,Chennai,Windows Team,2026-07-25
4336,MAIL618,Ubuntu 22.04,Development,Mail Server,Chennai,Messaging Team,2026-07-25
4337,AUTH626,RHEL 9,UAT,Authentication Server,Hyderabad,Security Team,2026-07-25
4338,MAIL619,Windows Server 2022,UAT,Mail Server,Hyderabad,Messaging Team,2026-07-25
4339,DB641,RHEL 9,Production,Database Server,Hyderabad,Database Team,2026-07-25
4340,WEB647,RHEL 8,Testing,Web Server,Chennai,Linux Team,2026-07-25
4341,APP601,RHEL 8,UAT,Application Server,Hyderabad,Infrastructure Team,2026-07-25
4342,AUTH627,Windows Server 2022,Development,Authentication Server,Pune,Security Team,2026-07-25
4343,APP602,RHEL 9,Testing,Application Server,Pune,Infrastructure Team,2026-07-25
4344,WEB648,Ubuntu 22.04,Testing,Web Server,Hyderabad,Linux Team,2026-07-25
4345,AUTH628,RHEL 8,Development,Authentication Server,Mumbai,Security Team,2026-07-25
4346,APP603,Windows Server 2022,Testing,Application Server,Bangalore,Infrastructure Team,2026-07-25
4347,AUTH629,RHEL 8,UAT,Authentication Server,Chennai,Security Team,2026-07-25
4348,DB642,Windows Server 2019,Testing,Database Server,Mumbai,Database Team,2026-07-25
4349,WEB649,Ubuntu 22.04,Production,Web Server,Pune,Linux Team,2026-07-25
4350,DB643,RHEL 9,Testing,Database Server,Bangalore,Database Team,2026-07-25
4351,API609,Windows Server 2022,UAT,API Server,Hyderabad,Infrastructure Team,2026-07-25
4352,FILE600,Windows Server 2019,Development,File Server,Hyderabad,Windows Team,2026-07-25
4353,AUTH630,Ubuntu 22.04,Development,Authentication Server,Bangalore,Security Team,2026-07-25
4354,DB644,RHEL 8,UAT,Database Server,Bangalore,Database Team,2026-07-25
4355,APP604,Windows Server 2022,Production,Application Server,Bangalore,Infrastructure Team,2026-07-25
4356,API610,Windows Server 2019,UAT,API Server,Bangalore,Infrastructure Team,2026-07-25
4357,APP605,RHEL 9,UAT,Application Server,Chennai,Infrastructure Team,2026-07-25
4358,DB645,Windows Server 2022,Production,Database Server,Hyderabad,Database Team,2026-07-25
4359,WEB650,RHEL 8,UAT,Web Server,Pune,Linux Team,2026-07-25
4360,AUTH631,RHEL 8,Production,Authentication Server,Mumbai,Security Team,2026-07-25
4361,API611,RHEL 8,Production,API Server,Pune,Infrastructure Team,2026-07-25
4362,API612,RHEL 9,UAT,API Server,Chennai,Infrastructure Team,2026-07-25
4363,MAIL620,Windows Server 2019,Development,Mail Server,Chennai,Messaging Team,2026-07-25
4364,FILE601,Windows Server 2022,UAT,File Server,Bangalore,Windows Team,2026-07-25
4365,DB646,RHEL 9,Testing,Database Server,Pune,Database Team,2026-07-25
4366,MAIL621,RHEL 8,UAT,Mail Server,Bangalore,Messaging Team,2026-07-25
4367,AUTH632,RHEL 8,Testing,Authentication Server,Mumbai,Security Team,2026-07-25
4368,MAIL622,RHEL 8,Development,Mail Server,Chennai,Messaging Team,2026-07-25
4369,API613,Ubuntu 22.04,UAT,API Server,Chennai,Infrastructure Team,2026-07-25
4370,MAIL623,RHEL 8,UAT,Mail Server,Mumbai,Messaging Team,2026-07-25
4371,DB647,RHEL 8,Testing,Database Server,Mumbai,Database Team,2026-07-25
4372,WEB651,RHEL 9,Production,Web Server,Pune,Linux Team,2026-07-25
4373,DB648,RHEL 8,UAT,Database Server,Mumbai,Database Team,2026-07-25
4374,MAIL624,RHEL 8,Production,Mail Server,Chennai,Messaging Team,2026-07-25
4375,FILE602,Ubuntu 22.04,Production,File Server,Hyderabad,Windows Team,2026-07-25
4376,FILE603,Ubuntu 22.04,Testing,File Server,Mumbai,Windows Team,2026-07-25
4377,APP606,Windows Server 2022,Production,Application Server,Bangalore,Infrastructure Team,2026-07-25
4378,WEB652,Windows Server 2022,Testing,Web Server,Hyderabad,Linux Team,2026-07-25
4379,API614,Windows Server 2022,Development,API Server,Pune,Infrastructure Team,2026-07-25
4380,AUTH633,RHEL 8,Testing,Authentication Server,Bangalore,Security Team,2026-07-25
4381,MAIL625,Ubuntu 22.04,UAT,Mail Server,Bangalore,Messaging Team,2026-07-25
4382,APP607,Ubuntu 22.04,UAT,Application Server,Pune,Infrastructure Team,2026-07-25
4383,APP608,Windows Server 2022,Testing,Application Server,Bangalore,Infrastructure Team,2026-07-25
4384,API615,Ubuntu 22.04,Production,API Server,Hyderabad,Infrastructure Team,2026-07-25
4385,DB649,RHEL 9,Testing,Database Server,Chennai,Database Team,2026-07-25
4386,MAIL626,RHEL 8,Development,Mail Server,Pune,Messaging Team,2026-07-25
4387,APP609,RHEL 9,UAT,Application Server,Chennai,Infrastructure Team,2026-07-25
4388,APP610,Windows Server 2022,Testing,Application Server,Mumbai,Infrastructure Team,2026-07-25
4389,DB650,Windows Server 2022,Development,Database Server,Pune,Database Team,2026-07-25
4390,MAIL627,RHEL 8,Development,Mail Server,Chennai,Messaging Team,2026-07-25
4391,API616,Ubuntu 22.04,Development,API Server,Chennai,Infrastructure Team,2026-07-25
4392,FILE604,RHEL 9,Development,File Server,Pune,Windows Team,2026-07-25
4393,DB651,Ubuntu 22.04,Production,Database Server,Bangalore,Database Team,2026-07-25
4394,AUTH634,RHEL 9,Development,Authentication Server,Bangalore,Security Team,2026-07-25
4395,API617,Windows Server 2022,Testing,API Server,Hyderabad,Infrastructure Team,2026-07-25
4396,DB652,RHEL 9,UAT,Database Server,Pune,Database Team,2026-07-25
4397,MAIL628,Ubuntu 22.04,Testing,Mail Server,Bangalore,Messaging Team,2026-07-25
4398,AUTH635,Ubuntu 22.04,UAT,Authentication Server,Bangalore,Security Team,2026-07-25
4399,WEB653,Windows Server 2019,Testing,Web Server,Chennai,Linux Team,2026-07-25
4400,WEB654,RHEL 8,Testing,Web Server,Chennai,Linux Team,2026-07-25
4401,API618,Windows Server 2022,UAT,API Server,Bangalore,Infrastructure Team,2026-07-25
4402,AUTH636,Windows Server 2022,Production,Authentication Server,Hyderabad,Security Team,2026-07-25
4403,DB653,RHEL 9,UAT,Database Server,Pune,Database Team,2026-07-25
4404,AUTH637,Windows Server 2019,Production,Authentication Server,Pune,Security Team,2026-07-25
4405,MAIL629,Windows Server 2019,Development,Mail Server,Pune,Messaging Team,2026-07-25
4406,APP611,RHEL 8,Production,Application Server,Hyderabad,Infrastructure Team,2026-07-25
4407,FILE605,RHEL 8,Production,File Server,Chennai,Windows Team,2026-07-25
4408,API619,Windows Server 2019,Development,API Server,Pune,Infrastructure Team,2026-07-25
4409,MAIL630,RHEL 8,Development,Mail Server,Chennai,Messaging Team,2026-07-25
4410,WEB655,Ubuntu 22.04,Development,Web Server,Hyderabad,Linux Team,2026-07-25
4411,AUTH638,RHEL 8,Development,Authentication Server,Pune,Security Team,2026-07-25
4412,MAIL631,RHEL 9,Development,Mail Server,Pune,Messaging Team,2026-07-25
4413,WEB656,Windows Server 2019,Production,Web Server,Bangalore,Linux Team,2026-07-25
4414,MAIL632,Ubuntu 22.04,Testing,Mail Server,Hyderabad,Messaging Team,2026-07-25
4415,FILE606,RHEL 8,UAT,File Server,Pune,Windows Team,2026-07-25
4416,MAIL633,RHEL 8,Development,Mail Server,Bangalore,Messaging Team,2026-07-25
4417,MAIL634,Windows Server 2019,Testing,Mail Server,Bangalore,Messaging Team,2026-07-25
4418,FILE607,RHEL 8,Development,File Server,Mumbai,Windows Team,2026-07-25
4419,AUTH639,Windows Server 2022,Production,Authentication Server,Chennai,Security Team,2026-07-25
4420,WEB657,Windows Server 2019,Production,Web Server,Mumbai,Linux Team,2026-07-25
4421,WEB658,Ubuntu 22.04,Testing,Web Server,Hyderabad,Linux Team,2026-07-25
4422,APP612,Ubuntu 22.04,Testing,Application Server,Bangalore,Infrastructure Team,2026-07-25
4423,AUTH640,Windows Server 2022,UAT,Authentication Server,Mumbai,Security Team,2026-07-25
4424,API620,Windows Server 2022,UAT,API Server,Chennai,Infrastructure Team,2026-07-25
4425,WEB659,Ubuntu 22.04,Development,Web Server,Bangalore,Linux Team,2026-07-25
4426,WEB660,RHEL 8,UAT,Web Server,Chennai,Linux Team,2026-07-25
4427,MAIL635,Windows Server 2022,Development,Mail Server,Bangalore,Messaging Team,2026-07-25
4428,DB654,Ubuntu 22.04,Development,Database Server,Pune,Database Team,2026-07-25
4429,APP613,Windows Server 2022,Development,Application Server,Bangalore,Infrastructure Team,2026-07-25
4430,WEB661,Windows Server 2019,Production,Web Server,Chennai,Linux Team,2026-07-25
4431,APP614,RHEL 9,UAT,Application Server,Mumbai,Infrastructure Team,2026-07-25
4432,AUTH641,RHEL 8,Testing,Authentication Server,Pune,Security Team,2026-07-25
4433,AUTH642,Ubuntu 22.04,Testing,Authentication Server,Chennai,Security Team,2026-07-25
4434,APP615,RHEL 9,Testing,Application Server,Chennai,Infrastructure Team,2026-07-25
4435,AUTH643,Windows Server 2019,UAT,Authentication Server,Chennai,Security Team,2026-07-25
4436,WEB662,Ubuntu 22.04,Development,Web Server,Pune,Linux Team,2026-07-25
4437,APP616,RHEL 9,Production,Application Server,Pune,Infrastructure Team,2026-07-25
4438,DB655,Windows Server 2019,Testing,Database Server,Chennai,Database Team,2026-07-25
4439,API621,Windows Server 2019,Production,API Server,Bangalore,Infrastructure Team,2026-07-25
4440,FILE608,Windows Server 2022,UAT,File Server,Pune,Windows Team,2026-07-25
4441,API622,Windows Server 2019,UAT,API Server,Bangalore,Infrastructure Team,2026-07-25
4442,MAIL636,Ubuntu 22.04,Testing,Mail Server,Hyderabad,Messaging Team,2026-07-25
4443,APP617,Windows Server 2022,Production,Application Server,Mumbai,Infrastructure Team,2026-07-25
4444,MAIL637,RHEL 8,Development,Mail Server,Pune,Messaging Team,2026-07-25
4445,MAIL638,RHEL 8,Production,Mail Server,Pune,Messaging Team,2026-07-25
4446,FILE609,Windows Server 2019,Development,File Server,Hyderabad,Windows Team,2026-07-25
4447,AUTH644,Ubuntu 22.04,Development,Authentication Server,Chennai,Security Team,2026-07-25
4448,FILE610,Ubuntu 22.04,Production,File Server,Hyderabad,Windows Team,2026-07-25
4449,DB656,Ubuntu 22.04,Development,Database Server,Pune,Database Team,2026-07-25
4450,MAIL639,RHEL 9,Testing,Mail Server,Pune,Messaging Team,2026-07-25
4451,WEB663,RHEL 8,Production,Web Server,Hyderabad,Linux Team,2026-07-25
4452,APP618,Windows Server 2019,Development,Application Server,Bangalore,Infrastructure Team,2026-07-25
4453,APP619,Windows Server 2022,Testing,Application Server,Bangalore,Infrastructure Team,2026-07-25
4454,FILE611,Windows Server 2019,Testing,File Server,Chennai,Windows Team,2026-07-25
4455,WEB664,Windows Server 2019,Production,Web Server,Chennai,Linux Team,2026-07-25
4456,AUTH645,Ubuntu 22.04,Production,Authentication Server,Mumbai,Security Team,2026-07-25
4457,FILE612,Ubuntu 22.04,Testing,File Server,Chennai,Windows Team,2026-07-25
4458,FILE613,Windows Server 2022,UAT,File Server,Hyderabad,Windows Team,2026-07-25
4459,DB657,Windows Server 2022,Testing,Database Server,Bangalore,Database Team,2026-07-25
4460,MAIL640,RHEL 8,Production,Mail Server,Mumbai,Messaging Team,2026-07-25
4461,WEB665,Windows Server 2019,Development,Web Server,Mumbai,Linux Team,2026-07-25
4462,API623,Ubuntu 22.04,Production,API Server,Mumbai,Infrastructure Team,2026-07-25
4463,WEB666,RHEL 8,Development,Web Server,Mumbai,Linux Team,2026-07-25
4464,DB658,Ubuntu 22.04,UAT,Database Server,Mumbai,Database Team,2026-07-25
4465,WEB667,Ubuntu 22.04,Production,Web Server,Bangalore,Linux Team,2026-07-25
4466,API624,Windows Server 2022,Development,API Server,Chennai,Infrastructure Team,2026-07-25
4467,MAIL641,Ubuntu 22.04,Production,Mail Server,Pune,Messaging Team,2026-07-25
4468,MAIL642,RHEL 9,Production,Mail Server,Hyderabad,Messaging Team,2026-07-25
4469,FILE614,RHEL 9,Development,File Server,Bangalore,Windows Team,2026-07-25
4470,APP620,RHEL 8,UAT,Application Server,Chennai,Infrastructure Team,2026-07-25
4471,AUTH646,Ubuntu 22.04,Testing,Authentication Server,Bangalore,Security Team,2026-07-25
4472,FILE615,RHEL 8,UAT,File Server,Bangalore,Windows Team,2026-07-25
4473,WEB668,RHEL 8,UAT,Web Server,Bangalore,Linux Team,2026-07-25
4474,WEB669,Ubuntu 22.04,Development,Web Server,Pune,Linux Team,2026-07-25
4475,WEB670,Windows Server 2019,Production,Web Server,Hyderabad,Linux Team,2026-07-25
4476,DB659,RHEL 8,Production,Database Server,Mumbai,Database Team,2026-07-25
4477,DB660,Windows Server 2019,Testing,Database Server,Hyderabad,Database Team,2026-07-25
4478,AUTH647,Windows Server 2022,Development,Authentication Server,Mumbai,Security Team,2026-07-25
4479,AUTH648,Windows Server 2019,Production,Authentication Server,Bangalore,Security Team,2026-07-25
4480,FILE616,Ubuntu 22.04,Production,File Server,Bangalore,Windows Team,2026-07-25
4481,APP621,RHEL 8,Development,Application Server,Bangalore,Infrastructure Team,2026-07-25
4482,DB661,Windows Server 2022,Production,Database Server,Hyderabad,Database Team,2026-07-25
4483,MAIL643,Windows Server 2022,UAT,Mail Server,Pune,Messaging Team,2026-07-25
4484,API625,Ubuntu 22.04,UAT,API Server,Chennai,Infrastructure Team,2026-07-25
4485,DB662,Ubuntu 22.04,UAT,Database Server,Bangalore,Database Team,2026-07-25
4486,DB663,Windows Server 2022,Testing,Database Server,Bangalore,Database Team,2026-07-25
4487,API626,RHEL 9,Development,API Server,Pune,Infrastructure Team,2026-07-25
4488,DB664,Windows Server 2019,Testing,Database Server,Hyderabad,Database Team,2026-07-25
4489,MAIL644,RHEL 8,Testing,Mail Server,Mumbai,Messaging Team,2026-07-25
4490,APP622,RHEL 8,Testing,Application Server,Mumbai,Infrastructure Team,2026-07-25
4491,MAIL645,RHEL 9,UAT,Mail Server,Mumbai,Messaging Team,2026-07-25
4492,FILE617,RHEL 8,Development,File Server,Pune,Windows Team,2026-07-25
4493,MAIL646,Windows Server 2022,Testing,Mail Server,Hyderabad,Messaging Team,2026-07-25
4494,MAIL647,Windows Server 2022,Development,Mail Server,Mumbai,Messaging Team,2026-07-25
4495,API627,RHEL 9,Testing,API Server,Hyderabad,Infrastructure Team,2026-07-25
4496,API628,Windows Server 2022,Testing,API Server,Bangalore,Infrastructure Team,2026-07-25
4497,API629,Windows Server 2019,UAT,API Server,Chennai,Infrastructure Team,2026-07-25
4498,MAIL648,Ubuntu 22.04,Production,Mail Server,Bangalore,Messaging Team,2026-07-25
4499,MAIL649,RHEL 8,Production,Mail Server,Mumbai,Messaging Team,2026-07-25
4500,FILE618,Windows Server 2019,Development,File Server,Chennai,Windows Team,2026-07-25
4501,WEB671,Windows Server 2022,Production,Web Server,Pune,Linux Team,2026-07-25
4502,FILE619,RHEL 8,Testing,File Server,Chennai,Windows Team,2026-07-25
4503,MAIL650,Ubuntu 22.04,UAT,Mail Server,Hyderabad,Messaging Team,2026-07-25
4504,APP623,RHEL 9,Production,Application Server,Mumbai,Infrastructure Team,2026-07-25
4505,WEB672,Windows Server 2022,Testing,Web Server,Mumbai,Linux Team,2026-07-25
4506,FILE620,Ubuntu 22.04,UAT,File Server,Mumbai,Windows Team,2026-07-25
4507,DB665,Windows Server 2019,Development,Database Server,Bangalore,Database Team,2026-07-25
4508,FILE621,Ubuntu 22.04,Development,File Server,Mumbai,Windows Team,2026-07-25
4509,WEB673,RHEL 9,Production,Web Server,Pune,Linux Team,2026-07-25
4510,DB666,RHEL 8,Production,Database Server,Mumbai,Database Team,2026-07-25
4511,FILE622,Windows Server 2019,Testing,File Server,Bangalore,Windows Team,2026-07-25
4512,APP624,Ubuntu 22.04,Production,Application Server,Bangalore,Infrastructure Team,2026-07-25
4513,API630,RHEL 8,Testing,API Server,Mumbai,Infrastructure Team,2026-07-25
4514,WEB674,Windows Server 2019,Production,Web Server,Mumbai,Linux Team,2026-07-25
4515,API631,RHEL 8,Production,API Server,Chennai,Infrastructure Team,2026-07-25
4516,WEB675,Ubuntu 22.04,Development,Web Server,Pune,Linux Team,2026-07-25
4517,API632,Ubuntu 22.04,Development,API Server,Pune,Infrastructure Team,2026-07-25
4518,DB667,Windows Server 2022,Production,Database Server,Chennai,Database Team,2026-07-25
4519,APP625,RHEL 9,Development,Application Server,Hyderabad,Infrastructure Team,2026-07-25
4520,FILE623,Windows Server 2019,UAT,File Server,Mumbai,Windows Team,2026-07-25
4521,APP626,RHEL 8,UAT,Application Server,Mumbai,Infrastructure Team,2026-07-25
4522,MAIL651,Windows Server 2019,Production,Mail Server,Bangalore,Messaging Team,2026-07-25
4523,MAIL652,Ubuntu 22.04,Testing,Mail Server,Mumbai,Messaging Team,2026-07-25
4524,DB668,RHEL 9,Testing,Database Server,Pune,Database Team,2026-07-25
4525,FILE624,Windows Server 2022,UAT,File Server,Bangalore,Windows Team,2026-07-25
4526,APP627,Windows Server 2022,Testing,Application Server,Bangalore,Infrastructure Team,2026-07-25
4527,FILE625,RHEL 8,Development,File Server,Bangalore,Windows Team,2026-07-25
4528,API633,RHEL 9,Testing,API Server,Pune,Infrastructure Team,2026-07-25
4529,APP628,Ubuntu 22.04,UAT,Application Server,Mumbai,Infrastructure Team,2026-07-25
4530,WEB676,RHEL 8,Production,Web Server,Chennai,Linux Team,2026-07-25
4531,WEB677,Ubuntu 22.04,UAT,Web Server,Bangalore,Linux Team,2026-07-25
4532,AUTH649,RHEL 9,UAT,Authentication Server,Chennai,Security Team,2026-07-25
4533,MAIL653,Windows Server 2022,Testing,Mail Server,Pune,Messaging Team,2026-07-25
4534,WEB678,Windows Server 2019,Development,Web Server,Chennai,Linux Team,2026-07-25
4535,DB669,RHEL 8,UAT,Database Server,Pune,Database Team,2026-07-25
4536,API634,RHEL 8,Production,API Server,Pune,Infrastructure Team,2026-07-25
4537,AUTH650,Windows Server 2019,UAT,Authentication Server,Chennai,Security Team,2026-07-25
4538,DB670,RHEL 9,Testing,Database Server,Hyderabad,Database Team,2026-07-25
4539,WEB679,RHEL 9,Production,Web Server,Chennai,Linux Team,2026-07-25
4540,MAIL654,Windows Server 2019,Testing,Mail Server,Bangalore,Messaging Team,2026-07-25
4541,FILE626,Windows Server 2019,UAT,File Server,Pune,Windows Team,2026-07-25
4542,FILE627,Ubuntu 22.04,Development,File Server,Bangalore,Windows Team,2026-07-25
4543,DB671,RHEL 8,Development,Database Server,Mumbai,Database Team,2026-07-25
4544,WEB680,Windows Server 2019,UAT,Web Server,Hyderabad,Linux Team,2026-07-25
4545,API635,RHEL 8,Testing,API Server,Mumbai,Infrastructure Team,2026-07-25
4546,FILE628,Ubuntu 22.04,Development,File Server,Chennai,Windows Team,2026-07-25
4547,AUTH651,Windows Server 2022,Production,Authentication Server,Hyderabad,Security Team,2026-07-25
4548,AUTH652,Windows Server 2019,Testing,Authentication Server,Pune,Security Team,2026-07-25
4549,DB672,RHEL 9,Development,Database Server,Mumbai,Database Team,2026-07-25
4550,APP629,Windows Server 2022,Production,Application Server,Pune,Infrastructure Team,2026-07-25
4551,API636,Windows Server 2019,UAT,API Server,Pune,Infrastructure Team,2026-07-25
4552,APP630,Windows Server 2022,Production,Application Server,Hyderabad,Infrastructure Team,2026-07-25
4553,FILE629,Windows Server 2022,Testing,File Server,Mumbai,Windows Team,2026-07-25
4554,API637,RHEL 8,Development,API Server,Mumbai,Infrastructure Team,2026-07-25
4555,APP631,RHEL 8,UAT,Application Server,Hyderabad,Infrastructure Team,2026-07-25
4556,MAIL655,Windows Server 2019,Development,Mail Server,Chennai,Messaging Team,2026-07-25
4557,DB673,Windows Server 2019,Testing,Database Server,Bangalore,Database Team,2026-07-25
4558,MAIL656,Ubuntu 22.04,UAT,Mail Server,Pune,Messaging Team,2026-07-25
4559,DB674,RHEL 9,UAT,Database Server,Hyderabad,Database Team,2026-07-25
4560,MAIL657,Windows Server 2022,Testing,Mail Server,Mumbai,Messaging Team,2026-07-25
4561,APP632,Windows Server 2022,Testing,Application Server,Pune,Infrastructure Team,2026-07-25
4562,DB675,Windows Server 2019,Development,Database Server,Chennai,Database Team,2026-07-25
4563,APP633,Windows Server 2019,Development,Application Server,Mumbai,Infrastructure Team,2026-07-25
4564,DB676,RHEL 9,Production,Database Server,Hyderabad,Database Team,2026-07-25
4565,WEB681,RHEL 8,Development,Web Server,Mumbai,Linux Team,2026-07-25
4566,DB677,Windows Server 2019,UAT,Database Server,Hyderabad,Database Team,2026-07-25
4567,MAIL658,Ubuntu 22.04,Testing,Mail Server,Mumbai,Messaging Team,2026-07-25
4568,AUTH653,RHEL 8,Development,Authentication Server,Bangalore,Security Team,2026-07-25
4569,API638,Windows Server 2019,Production,API Server,Mumbai,Infrastructure Team,2026-07-25
4570,WEB682,Windows Server 2022,Production,Web Server,Chennai,Linux Team,2026-07-25
4571,API639,Windows Server 2022,UAT,API Server,Chennai,Infrastructure Team,2026-07-25
4572,FILE630,RHEL 8,Production,File Server,Hyderabad,Windows Team,2026-07-25
4573,WEB683,RHEL 8,Production,Web Server,Hyderabad,Linux Team,2026-07-25
4574,WEB684,Ubuntu 22.04,Testing,Web Server,Pune,Linux Team,2026-07-25
4575,WEB685,RHEL 8,Development,Web Server,Bangalore,Linux Team,2026-07-25
4576,MAIL659,RHEL 8,Production,Mail Server,Chennai,Messaging Team,2026-07-25
4577,WEB686,RHEL 8,Testing,Web Server,Pune,Linux Team,2026-07-25
4578,APP634,Windows Server 2022,Production,Application Server,Hyderabad,Infrastructure Team,2026-07-25
4579,DB678,Ubuntu 22.04,Development,Database Server,Hyderabad,Database Team,2026-07-25
4580,APP635,RHEL 8,Testing,Application Server,Pune,Infrastructure Team,2026-07-25
4581,MAIL660,RHEL 8,Development,Mail Server,Chennai,Messaging Team,2026-07-25
4582,MAIL661,Windows Server 2022,UAT,Mail Server,Hyderabad,Messaging Team,2026-07-25
4583,APP636,Ubuntu 22.04,Production,Application Server,Chennai,Infrastructure Team,2026-07-25
4584,FILE631,Ubuntu 22.04,UAT,File Server,Hyderabad,Windows Team,2026-07-25
4585,WEB687,Ubuntu 22.04,Testing,Web Server,Pune,Linux Team,2026-07-25
4586,FILE632,RHEL 8,Testing,File Server,Bangalore,Windows Team,2026-07-25
4587,APP637,RHEL 9,Testing,Application Server,Bangalore,Infrastructure Team,2026-07-25
4588,WEB688,Ubuntu 22.04,Production,Web Server,Pune,Linux Team,2026-07-25
4589,WEB689,Ubuntu 22.04,Production,Web Server,Chennai,Linux Team,2026-07-25
4590,WEB690,RHEL 9,Development,Web Server,Pune,Linux Team,2026-07-25
4591,DB679,RHEL 9,UAT,Database Server,Hyderabad,Database Team,2026-07-25
4592,DB680,Windows Server 2019,Production,Database Server,Hyderabad,Database Team,2026-07-25
4593,APP638,Windows Server 2019,Testing,Application Server,Chennai,Infrastructure Team,2026-07-25
4594,APP639,RHEL 9,UAT,Application Server,Bangalore,Infrastructure Team,2026-07-25
4595,API640,RHEL 9,Development,API Server,Hyderabad,Infrastructure Team,2026-07-25
4596,MAIL662,RHEL 9,Testing,Mail Server,Pune,Messaging Team,2026-07-25
4597,MAIL663,Windows Server 2022,Testing,Mail Server,Hyderabad,Messaging Team,2026-07-25
4598,FILE633,Windows Server 2019,Development,File Server,Chennai,Windows Team,2026-07-25
4599,API641,Windows Server 2019,UAT,API Server,Chennai,Infrastructure Team,2026-07-25
4600,APP640,Windows Server 2022,Development,Application Server,Hyderabad,Infrastructure Team,2026-07-25
4601,MAIL664,Windows Server 2019,UAT,Mail Server,Bangalore,Messaging Team,2026-07-25
4602,DB681,RHEL 9,Production,Database Server,Pune,Database Team,2026-07-25
4603,MAIL665,Ubuntu 22.04,Testing,Mail Server,Pune,Messaging Team,2026-07-25
4604,FILE634,Ubuntu 22.04,Testing,File Server,Pune,Windows Team,2026-07-25
4605,MAIL666,RHEL 9,Production,Mail Server,Chennai,Messaging Team,2026-07-25
4606,API642,Windows Server 2019,Development,API Server,Bangalore,Infrastructure Team,2026-07-25
4607,APP641,RHEL 9,Testing,Application Server,Hyderabad,Infrastructure Team,2026-07-25
4608,DB682,RHEL 9,Testing,Database Server,Bangalore,Database Team,2026-07-25
4609,DB683,Ubuntu 22.04,Development,Database Server,Pune,Database Team,2026-07-25
4610,DB684,RHEL 8,Development,Database Server,Chennai,Database Team,2026-07-25
4611,API643,RHEL 8,Development,API Server,Pune,Infrastructure Team,2026-07-25
4612,AUTH654,Ubuntu 22.04,Development,Authentication Server,Bangalore,Security Team,2026-07-25
4613,DB685,RHEL 8,UAT,Database Server,Pune,Database Team,2026-07-25
4614,WEB691,Windows Server 2022,Development,Web Server,Bangalore,Linux Team,2026-07-25
4615,API644,Windows Server 2022,Production,API Server,Mumbai,Infrastructure Team,2026-07-25
